zip-code,zip-name,municipality-code,municipality-name,region-code,region-name,province-name,municipality-type
4000,Roskilde,169,Høje-Taastrup,1084,Hovedstaden,Københavns omegn,Øvrig
4000,Roskilde,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4000,Roskilde,350,Lejre,1085,Sjælland,Østsjælland,Øvrig
4030,Tune,253,Greve,1085,Sjælland,Østsjælland,Bykommune
4030,Tune,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4040,Jyllinge,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4050,Skibby,250,Frederikssund,1084,Hovedstaden,Nordsjælland,Øvrig
4060,Kirke Såby,350,Lejre,1085,Sjælland,Østsjælland,Øvrig
4070,Kirke Hyllinge,350,Lejre,1085,Sjælland,Østsjælland,Øvrig
4100,Ringsted,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4100,Ringsted,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4100,Ringsted,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4100,Ringsted,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4100,Ringsted,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4100,Ringsted,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4130,Viby Sjælland,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4130,Viby Sjælland,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4140,Borup,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4140,Borup,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4140,Borup,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4160,Herlufmagle,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4160,Herlufmagle,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4171,Glumsø,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4173,Fjenneslev,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4173,Fjenneslev,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4174,Jystrup Midtsj,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4174,Jystrup Midtsj,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4180,Sorø,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4180,Sorø,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4180,Sorø,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4190,Munke Bjergby,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4190,Munke Bjergby,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4200,Slagelse,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4200,Slagelse,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4200,Slagelse,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4200,Slagelse,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4220,Korsør,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4230,Skælskør,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4241,Vemmelev,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4242,Boeslunde,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4243,Rude,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4243,Rude,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4250,Fuglebjerg,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4250,Fuglebjerg,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4261,Dalmose,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4261,Dalmose,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4262,Sandved,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4262,Sandved,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4270,Høng,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4270,Høng,330,Slagelse,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4281,Gørlev,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4291,Ruds Vedby,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4291,Ruds Vedby,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4293,Dianalund,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4293,Dianalund,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4295,Stenlille,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4295,Stenlille,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4296,Nyrup,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4296,Nyrup,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4300,Holbæk,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4320,Lejre,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4320,Lejre,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4320,Lejre,350,Lejre,1085,Sjælland,Østsjælland,Øvrig
4330,Hvalsø,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4330,Hvalsø,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4330,Hvalsø,350,Lejre,1085,Sjælland,Østsjælland,Øvrig
4340,Tølløse,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4340,Tølløse,350,Lejre,1085,Sjælland,Østsjælland,Øvrig
4350,Ugerløse,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4360,Kirke Eskilstrup,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4360,Kirke Eskilstrup,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4370,Store Merløse,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4370,Store Merløse,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4370,Store Merløse,340,Sorø,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4390,Vipperød,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4400,Kalundborg,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4420,Regstrup,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4440,Mørkøv,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4450,Jyderup,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4450,Jyderup,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4460,Snertinge,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4460,Snertinge,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4470,Svebølle,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4480,Store Fuglede,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4490,Jerslev Sjælland,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4500,Nykøbing Sj,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4520,Svinninge,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4532,Gislinge,316,Holbæk,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4534,Hørve,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4534,Hørve,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4540,Fårevejle,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4550,Asnæs,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4560,Vig,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4571,Grevinge,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4572,Nørre Asmindrup,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4573,Højby,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4581,Rørvig,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4583,Sjællands Odde,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4591,Føllenslev,306,Odsherred,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4591,Føllenslev,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4592,Sejerø,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4593,Eskebjerg,326,Kalundborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4600,Køge,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4600,Køge,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4621,Gadstrup,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4622,Havdrup,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4622,Havdrup,269,Solrød,1085,Sjælland,Østsjælland,Øvrig
4623,Lille Skensved,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4623,Lille Skensved,265,Roskilde,1085,Sjælland,Østsjælland,Bykommune
4623,Lille Skensved,269,Solrød,1085,Sjælland,Østsjælland,Øvrig
4632,Bjæverskov,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4640,Faxe,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4640,Faxe,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4652,Hårlev,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4652,Hårlev,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4653,Karise,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4653,Karise,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4654,Faxe Ladeplads,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4660,Store Heddinge,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4671,Strøby,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4672,Klippinge,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4673,Rødvig Stevns,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4681,Herfølge,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4682,Tureby,259,Køge,1085,Sjælland,Østsjælland,Øvrig
4682,Tureby,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4682,Tureby,336,Stevns,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4683,Rønnede,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4683,Rønnede,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4684,Holmegaard,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4684,Holmegaard,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4690,Haslev,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4690,Haslev,329,Ringsted,1085,Sjælland,Vest- og Sydsjælland,Øvrig
4690,Haslev,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4700,Næstved,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4720,Præstø,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4733,Tappernøje,320,Faxe,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4733,Tappernøje,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4733,Tappernøje,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4735,Mern,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4736,Karrebæksminde,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4750,Lundby,370,Næstved,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4750,Lundby,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4760,Vordingborg,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4771,Kalvehave,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4772,Langebæk,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4773,Stensved,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4780,Stege,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4791,Borre,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4792,Askeby,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4793,Bogø By,390,Vordingborg,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4800,Nykøbing F,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4840,Nørre Alslev,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4850,Stubbekøbing,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4862,Guldborg,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4863,Eskilstrup,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4871,Horbelev,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4872,Idestrup,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4873,Væggerløse,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4874,Gedser,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4880,Nysted,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4891,Toreby L,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4892,Kettinge,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4894,Øster Ulslev,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4895,Errindlev,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4900,Nakskov,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4912,Harpelunde,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4913,Horslunde,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4920,Søllested,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4930,Maribo,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4930,Maribo,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4941,Bandholm,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4943,Torrig L,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4944,Fejø,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4951,Nørreballe,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4952,Stokkemarke,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4953,Vesterborg,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4960,Holeby,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4970,Rødby,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4983,Dannemare,360,Lolland,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
4990,Sakskøbing,376,Guldborgsund,1085,Sjælland,Vest- og Sydsjælland,Yderkommune
5000,Odense C,461,Odense,1083,Syddanmark,Fyn,Bykommune
5200,Odense V,461,Odense,1083,Syddanmark,Fyn,Bykommune
5210,Odense NV,461,Odense,1083,Syddanmark,Fyn,Bykommune
5220,Odense SØ,461,Odense,1083,Syddanmark,Fyn,Bykommune
5230,Odense M,461,Odense,1083,Syddanmark,Fyn,Bykommune
5240,Odense NØ,461,Odense,1083,Syddanmark,Fyn,Bykommune
5250,Odense SV,461,Odense,1083,Syddanmark,Fyn,Bykommune
5260,Odense S,461,Odense,1083,Syddanmark,Fyn,Bykommune
5270,Odense N,461,Odense,1083,Syddanmark,Fyn,Bykommune
5270,Odense N,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5290,Marslev,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5300,Kerteminde,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5320,Agedrup,461,Odense,1083,Syddanmark,Fyn,Bykommune
5330,Munkebo,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5330,Munkebo,461,Odense,1083,Syddanmark,Fyn,Bykommune
5350,Rynkeby,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5370,Mesinge,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5380,Dalby,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5390,Martofte,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5400,Bogense,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5450,Otterup,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5462,Morud,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5463,Harndrup,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5464,Brenderup Fyn,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5466,Asperup,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5471,Søndersø,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5474,Veflinge,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5485,Skamby,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5491,Blommenslyst,461,Odense,1083,Syddanmark,Fyn,Bykommune
5491,Blommenslyst,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5492,Vissenbjerg,420,Assens,1083,Syddanmark,Fyn,Øvrig
5492,Vissenbjerg,461,Odense,1083,Syddanmark,Fyn,Bykommune
5492,Vissenbjerg,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5500,Middelfart,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5540,Ullerslev,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5540,Ullerslev,450,Nyborg,1083,Syddanmark,Fyn,Øvrig
5550,Langeskov,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5550,Langeskov,440,Kerteminde,1083,Syddanmark,Fyn,Øvrig
5550,Langeskov,450,Nyborg,1083,Syddanmark,Fyn,Øvrig
5560,Aarup,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5560,Aarup,420,Assens,1083,Syddanmark,Fyn,Øvrig
5560,Aarup,480,Nordfyns,1083,Syddanmark,Fyn,Øvrig
5580,Nørre Aaby,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5591,Gelsted,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5592,Ejby,410,Middelfart,1083,Syddanmark,Fyn,Øvrig
5600,Faaborg,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5610,Assens,420,Assens,1083,Syddanmark,Fyn,Øvrig
5620,Glamsbjerg,420,Assens,1083,Syddanmark,Fyn,Øvrig
5631,Ebberup,420,Assens,1083,Syddanmark,Fyn,Øvrig
5642,Millinge,420,Assens,1083,Syddanmark,Fyn,Øvrig
5642,Millinge,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5672,Broby,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5683,Haarby,420,Assens,1083,Syddanmark,Fyn,Øvrig
5690,Tommerup,420,Assens,1083,Syddanmark,Fyn,Øvrig
5700,Svendborg,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5750,Ringe,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5762,Vester Skerninge,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5762,Vester Skerninge,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5771,Stenstrup,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5771,Stenstrup,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5772,Kværndrup,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5772,Kværndrup,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5792,Årslev,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5800,Nyborg,450,Nyborg,1083,Syddanmark,Fyn,Øvrig
5853,Ørbæk,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5853,Ørbæk,450,Nyborg,1083,Syddanmark,Fyn,Øvrig
5854,Gislev,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5856,Ryslinge,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5863,Ferritslev Fyn,430,Faaborg-Midtfyn,1083,Syddanmark,Fyn,Øvrig
5871,Frørup,450,Nyborg,1083,Syddanmark,Fyn,Øvrig
5874,Hesselager,450,Nyborg,1083,Syddanmark,Fyn,Øvrig
5874,Hesselager,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5881,Skårup Fyn,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5882,Vejstrup,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5883,Oure,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5884,Gudme,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5892,Gudbjerg Sydfyn,479,Svendborg,1083,Syddanmark,Fyn,Yderkommune
5900,Rudkøbing,482,Langeland,1083,Syddanmark,Fyn,Yderkommune
5932,Humble,482,Langeland,1083,Syddanmark,Fyn,Yderkommune
5935,Bagenkop,482,Langeland,1083,Syddanmark,Fyn,Yderkommune
5953,Tranekær,482,Langeland,1083,Syddanmark,Fyn,Yderkommune
5960,Marstal,492,Ærø,1083,Syddanmark,Fyn,Yderkommune
5970,Ærøskøbing,492,Ærø,1083,Syddanmark,Fyn,Yderkommune
5985,Søby Ærø,492,Ærø,1083,Syddanmark,Fyn,Yderkommune
6000,Kolding,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6040,Egtved,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6040,Egtved,630,Vejle,1083,Syddanmark,Sydjylland,Bykommune
6051,Almind,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6052,Viuf,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6052,Viuf,630,Vejle,1083,Syddanmark,Sydjylland,Bykommune
6064,Jordrup,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6070,Christiansfeld,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6070,Christiansfeld,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6091,Bjert,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6092,Sønder Stenderup,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6093,Sjølund,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6094,Hejls,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6094,Hejls,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6100,Haderslev,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6100,Haderslev,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6200,Aabenraa,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6230,Rødekro,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6240,Løgumkloster,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6261,Bredebro,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6270,Tønder,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6280,Højer,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6300,Gråsten,540,Sønderborg,1083,Syddanmark,Sydjylland,Yderkommune
6310,Broager,540,Sønderborg,1083,Syddanmark,Sydjylland,Yderkommune
6320,Egernsund,540,Sønderborg,1083,Syddanmark,Sydjylland,Yderkommune
6330,Padborg,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6340,Kruså,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6360,Tinglev,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6372,Bylderup-Bov,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6392,Bolderslev,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6400,Sønderborg,540,Sønderborg,1083,Syddanmark,Sydjylland,Yderkommune
6430,Nordborg,540,Sønderborg,1083,Syddanmark,Sydjylland,Yderkommune
6440,Augustenborg,540,Sønderborg,1083,Syddanmark,Sydjylland,Yderkommune
6470,Sydals,540,Sønderborg,1083,Syddanmark,Sydjylland,Yderkommune
6500,Vojens,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6510,Gram,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6520,Toftlund,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6520,Toftlund,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6534,Agerskov,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6534,Agerskov,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6534,Agerskov,580,Aabenraa,1083,Syddanmark,Sydjylland,Yderkommune
6535,Branderup J,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6541,Bevtoft,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6541,Bevtoft,550,Tønder,1083,Syddanmark,Sydjylland,Yderkommune
6560,Sommersted,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6560,Sommersted,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6580,Vamdrup,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6600,Vejen,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6621,Gesten,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6622,Bække,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6623,Vorbasse,530,Billund,1083,Syddanmark,Sydjylland,Yderkommune
6623,Vorbasse,630,Vejle,1083,Syddanmark,Sydjylland,Bykommune
6630,Rødding,510,Haderslev,1083,Syddanmark,Sydjylland,Øvrig
6630,Rødding,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6640,Lunderskov,621,Kolding,1083,Syddanmark,Sydjylland,Bykommune
6650,Brørup,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6660,Lintrup,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6670,Holsted,561,Esbjerg,1083,Syddanmark,Sydjylland,Bykommune
6670,Holsted,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6682,Hovborg,573,Varde,1083,Syddanmark,Sydjylland,Øvrig
6682,Hovborg,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6683,Føvling,561,Esbjerg,1083,Syddanmark,Sydjylland,Bykommune
6683,Føvling,575,Vejen,1083,Syddanmark,Sydjylland,Øvrig
6690,Gørding,561,Esbjerg,1083,Syddanmark,Sydjylland,Bykommune
